id,school_id,constituent_id,degree_type,school_or_unit,major,class_year,start_year,record_source
11930,1,290,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2030,2026,crm_import
11931,1,16073,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2027,2023,crm_import
11932,1,6785,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2029,2025,online
11933,1,12283,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,,2026,online
11934,1,6078,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2027,2023,advancement_entry
11935,1,13051,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2028,2024,crm_import
11936,1,9478,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2029,2025,crm_import
11937,1,19581,B.S. Bachelor of Science,College of Arts and Sciences,English,2030,2026,crm_import
11938,1,4218,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2027,2023,crm_import
11939,1,2620,B.S. Bachelor of Science,School of Health Sciences,Public Health,2028,2024,crm_import
11940,1,19762,B.S. Bachelor of Science,College of Arts and Sciences,English,2029,2025,crm_import
11941,1,14839,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
11942,1,9353,,School of Engineering,,2027,2023,online
11943,1,14129,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2028,2024,online
11944,1,12122,B.A. Bachelor of Arts,School of Business,Business Administration,2029,2025,advancement_entry
11945,1,19346,B.A. Bachelor of Arts,College of Arts and Sciences,History,2030,2026,crm_import
11946,1,6,B.A. Bachelor of Arts,School of Business,Business Administration,2027,2023,crm_import
11947,1,7270,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2028,2024,crm_import
11948,1,7189,B.S. Bachelor of Science,College of Arts and Sciences,Biology,,2026,crm_import
11949,1,16368,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2028,2024,crm_import
11950,1,6792,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2029,2025,online
11951,1,3462,B.A. Bachelor of Arts,College of Arts and Sciences,English,2030,2026,online
11952,1,5347,B.S. Bachelor of Science,School of Business,Business Administration,2027,2023,advancement_entry
11953,1,6077,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2028,2024,crm_import
11954,1,10887,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2029,2025,crm_import
11955,1,11289,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2027,2023,crm_import
11956,1,7550,B.S. Bachelor of Science,School of Business,,2028,2024,crm_import
11957,1,4945,B.A. Bachelor of Arts,College of Arts and Sciences,,2030,2026,crm_import
11958,1,2872,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2027,2023,online
11959,1,4060,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2028,2024,online
11960,1,15087,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2029,2025,advancement_entry
11961,1,4372,B.S. Bachelor of Science,School of Engineering,Computer Science,2030,2026,crm_import
11962,1,7360,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2027,2023,crm_import
11963,1,10244,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2028,2024,crm_import
11964,1,633,,College of Arts and Sciences,English,2029,2025,crm_import
11965,1,14505,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
11966,1,14190,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
11967,1,1318,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2030,2026,online
11968,1,19715,B.A. Bachelor of Arts,School of Education,,2027,2023,advancement_entry
11969,1,19739,B.S. Bachelor of Science,School of Business,Business Administration,2028,2024,crm_import
11970,1,2212,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2029,2025,crm_import
11971,1,4132,B.S. Bachelor of Science,College of Arts and Sciences,,2030,2026,crm_import
11972,1,7617,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
11973,1,3802,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2028,2024,crm_import
11974,1,10597,B.S. Bachelor of Science,College of Arts and Sciences,History,2029,2025,crm_import
11975,1,19251,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2030,2026,crm_import
11976,1,17559,B.S. Bachelor of Science,School of Health Sciences,Public Health,2027,2023,online
11977,1,9348,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2028,2024,online
11978,1,1307,B.S. Bachelor of Science,College of Arts and Sciences,History,2029,2025,advancement_entry
11979,1,10932,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2030,2026,crm_import
11980,1,14340,B.S. Bachelor of Science,School of Education,Education,,2023,crm_import
11981,1,19214,B.B.A. Bachelor of Business Administration,School of Education,Education,2028,2024,crm_import
11982,1,3678,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2029,2025,crm_import
11983,1,8990,,College of Arts and Sciences,,2027,2023,crm_import
11984,1,17590,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2028,2024,crm_import
11985,1,10018,B.S. Bachelor of Science,College of Arts and Sciences,English,2029,2025,online
11986,1,7654,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2030,2026,online
11987,1,12136,B.S. Bachelor of Science,College of Arts and Sciences,English,2027,2023,advancement_entry
11988,1,1296,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2028,2024,crm_import
11989,1,3730,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2029,2025,crm_import
11990,1,10330,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2027,2023,crm_import
11991,1,13777,B.S. Bachelor of Science,College of Arts and Sciences,History,2028,2024,crm_import
11992,1,18860,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2029,2025,crm_import
11993,1,10047,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2030,2026,crm_import
11994,1,11315,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2027,2023,online
11995,1,10115,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2028,2024,online
11996,1,8003,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2029,2025,advancement_entry
11997,1,15925,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2030,2026,crm_import
11998,1,13130,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
11999,1,4498,B.A. Bachelor of Arts,School of Business,Business Administration,2028,2024,crm_import
12000,1,2269,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2029,2025,crm_import
12001,1,12082,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2030,2026,crm_import
12002,1,15739,,College of Arts and Sciences,Biology,2027,2023,crm_import
12003,1,6724,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2028,2024,crm_import
12004,1,2712,B.S. Bachelor of Science,College of Arts and Sciences,History,2029,2025,online
12005,1,5028,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2030,2026,online
12006,1,8037,B.S. Bachelor of Science,College of Arts and Sciences,History,2027,2023,advancement_entry
12007,1,13168,B.A. Bachelor of Arts,College of Arts and Sciences,,2028,2024,crm_import
12008,1,15423,B.S. Bachelor of Science,College of Arts and Sciences,English,2029,2025,crm_import
12009,1,3563,B.S. Bachelor of Science,School of Education,,2030,2026,crm_import
12010,1,18253,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,,2023,crm_import
12011,1,3485,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2028,2024,crm_import
12012,1,19073,,College of Arts and Sciences,History,2029,2025,crm_import
12013,1,7164,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12014,1,12288,,School of Engineering,Computer Science,2027,2023,online
12015,1,8551,B.S. Bachelor of Science,School of Business,Business Administration,2028,2024,online
12016,1,3018,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,,2025,advancement_entry
12017,1,8879,B.A. Bachelor of Arts,School of Education,Education,,2026,crm_import
12018,1,6997,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2027,2023,crm_import
12019,1,1019,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2028,2024,crm_import
12020,1,17465,,School of Business,Business Administration,2029,2025,crm_import
12021,1,2866,B.B.A. Bachelor of Business Administration,School of Education,Education,2030,2026,crm_import
12022,1,19285,B.A. Bachelor of Arts,School of Engineering,Computer Science,2027,2023,crm_import
12023,1,17347,B.A. Bachelor of Arts,School of Business,Business Administration,2028,2024,crm_import
12024,1,10727,B.A. Bachelor of Arts,College of Arts and Sciences,History,2029,2025,online
12025,1,5256,B.A. Bachelor of Arts,School of Education,Education,2030,2026,online
12026,1,18177,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2027,2023,advancement_entry
12027,1,8159,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2028,2024,crm_import
12028,1,16628,B.S. Bachelor of Science,College of Arts and Sciences,English,2029,2025,crm_import
12029,1,1523,B.A. Bachelor of Arts,College of Arts and Sciences,History,2030,2026,crm_import
12030,1,19942,B.A. Bachelor of Arts,School of Business,Business Administration,2027,2023,crm_import
12031,1,1647,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12032,1,2890,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2029,2025,crm_import
12033,1,121,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2030,2026,crm_import
12034,1,2549,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2027,2023,online
12035,1,15108,,College of Arts and Sciences,Political Science,2028,2024,online
12036,1,3168,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2029,2025,advancement_entry
12037,1,2473,B.A. Bachelor of Arts,School of Engineering,,2030,2026,crm_import
12038,1,1494,B.A. Bachelor of Arts,School of Engineering,Computer Science,2027,2023,crm_import
12039,1,13516,B.S. Bachelor of Science,College of Arts and Sciences,History,2028,2024,crm_import
12040,1,12465,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2029,2025,crm_import
12041,1,17027,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2030,2026,crm_import
12042,1,8964,B.B.A. Bachelor of Business Administration,School of Engineering,,2027,2023,crm_import
12043,1,6143,B.S. Bachelor of Science,School of Engineering,,2028,2024,crm_import
12044,1,6147,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2029,2025,online
12045,1,5495,B.S. Bachelor of Science,College of Arts and Sciences,History,2030,2026,online
12046,1,13649,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2027,2023,advancement_entry
12047,1,6148,B.A. Bachelor of Arts,School of Education,Education,2028,2024,crm_import
12048,1,12394,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2029,2025,crm_import
12049,1,937,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2030,2026,crm_import
12050,1,13141,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2027,2023,crm_import
12051,1,8661,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2028,2024,crm_import
12052,1,15257,B.S. Bachelor of Science,School of Health Sciences,Public Health,2029,2025,crm_import
12053,1,17498,B.S. Bachelor of Science,College of Arts and Sciences,English,2030,2026,crm_import
12054,1,9285,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2027,2023,online
12055,1,8606,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2028,2024,online
12056,1,11573,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2029,2025,advancement_entry
12057,1,1531,B.S. Bachelor of Science,School of Engineering,Computer Science,2030,2026,crm_import
12058,1,13928,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2027,2023,crm_import
12059,1,10404,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2028,2024,crm_import
12060,1,12045,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2029,2025,crm_import
12061,1,14037,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12062,1,5467,B.S. Bachelor of Science,School of Business,Business Administration,2027,2023,crm_import
12063,1,456,B.S. Bachelor of Science,College of Arts and Sciences,History,2028,2024,crm_import
12064,1,6442,B.S. Bachelor of Science,College of Arts and Sciences,History,2029,2025,online
12065,1,5739,B.S. Bachelor of Science,School of Health Sciences,Public Health,2027,2023,advancement_entry
12066,1,9159,B.A. Bachelor of Arts,College of Arts and Sciences,English,2028,2024,crm_import
12067,1,17641,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2029,2025,crm_import
12068,1,15874,B.S. Bachelor of Science,School of Health Sciences,Public Health,2030,2026,crm_import
12069,1,8580,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2027,2023,crm_import
12070,1,18965,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12071,1,2344,B.S. Bachelor of Science,College of Arts and Sciences,English,2029,2025,crm_import
12072,1,450,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2030,2026,crm_import
12073,1,5119,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2028,2024,online
12074,1,4979,,College of Arts and Sciences,English,2029,2025,advancement_entry
12075,1,19693,B.A. Bachelor of Arts,School of Business,Business Administration,2030,2026,crm_import
12076,1,8094,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2027,2023,crm_import
12077,1,16030,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2028,2024,crm_import
12078,1,6567,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2029,2025,crm_import
12079,1,8479,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,,2026,crm_import
12080,1,15606,B.B.A. Bachelor of Business Administration,School of Education,Education,2027,2023,crm_import
12081,1,1357,B.A. Bachelor of Arts,School of Engineering,Computer Science,2028,2024,crm_import
12082,1,5132,B.A. Bachelor of Arts,School of Business,,2029,2025,online
12083,1,8153,B.S. Bachelor of Science,School of Health Sciences,Public Health,2030,2026,online
12084,1,3626,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2027,2023,advancement_entry
12085,1,10253,B.S. Bachelor of Science,School of Business,Business Administration,2028,2024,crm_import
12086,1,3930,B.S. Bachelor of Science,School of Engineering,Computer Science,,2025,crm_import
12087,1,19480,,College of Arts and Sciences,Political Science,2030,2026,crm_import
12088,1,18953,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
12089,1,7146,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2029,2025,crm_import
12090,1,17592,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2030,2026,crm_import
12091,1,18464,B.A. Bachelor of Arts,School of Engineering,,2027,2023,online
12092,1,14517,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2028,2024,online
12093,1,14926,B.B.A. Bachelor of Business Administration,School of Education,Education,2029,2025,advancement_entry
12094,1,14056,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2030,2026,crm_import
12095,1,16582,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
12096,1,15370,,School of Engineering,Mechanical Engineering,2028,2024,crm_import
12097,1,764,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,,2026,crm_import
12098,1,3749,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
12099,1,7747,,School of Business,Business Administration,2028,2024,crm_import
12100,1,1051,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2029,2025,online
12101,1,18712,B.S. Bachelor of Science,School of Education,Education,,2026,online
12102,1,7181,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2027,2023,advancement_entry
12103,1,16104,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2028,2024,crm_import
12104,1,7328,B.B.A. Bachelor of Business Administration,School of Education,Education,2029,2025,crm_import
12105,1,6565,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2030,2026,crm_import
12106,1,14977,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2027,2023,crm_import
12107,1,16680,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2028,2024,crm_import
12108,1,6277,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2029,2025,crm_import
12109,1,11446,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2030,2026,crm_import
12110,1,12620,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,online
12111,1,10273,B.S. Bachelor of Science,College of Arts and Sciences,Biology,,2024,online
12112,1,12614,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2029,2025,advancement_entry
12113,1,18441,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2030,2026,crm_import
12114,1,2995,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2027,2023,crm_import
12115,1,849,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2028,2024,crm_import
12116,1,7452,B.A. Bachelor of Arts,School of Business,,2029,2025,crm_import
12117,1,9238,B.B.A. Bachelor of Business Administration,School of Business,,2030,2026,crm_import
12118,1,7345,B.A. Bachelor of Arts,College of Arts and Sciences,English,2027,2023,crm_import
12119,1,9779,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2028,2024,crm_import
12120,1,11598,B.S. Bachelor of Science,College of Arts and Sciences,,2029,2025,online
12121,1,19010,B.A. Bachelor of Arts,School of Engineering,Computer Science,2030,2026,online
12122,1,6582,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2027,2023,advancement_entry
12123,1,17349,B.A. Bachelor of Arts,College of Arts and Sciences,History,2029,2025,crm_import
12124,1,1275,B.A. Bachelor of Arts,School of Engineering,Computer Science,2030,2026,crm_import
12125,1,17647,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2027,2023,crm_import
12126,1,12188,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2028,2024,crm_import
12127,1,10472,B.A. Bachelor of Arts,School of Education,Education,2029,2025,crm_import
12128,1,11765,B.A. Bachelor of Arts,School of Business,Business Administration,2030,2026,crm_import
12129,1,636,B.B.A. Bachelor of Business Administration,School of Engineering,,2027,2023,online
12130,1,14559,B.S. Bachelor of Science,School of Education,Education,2028,2024,online
12131,1,8549,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2029,2025,advancement_entry
12132,1,8341,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12133,1,7266,,School of Education,Education,2027,2023,crm_import
12134,1,13269,B.B.A. Bachelor of Business Administration,School of Engineering,,2028,2024,crm_import
12135,1,6642,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2029,2025,crm_import
12136,1,15992,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2030,2026,crm_import
12137,1,17079,B.A. Bachelor of Arts,College of Arts and Sciences,,2027,2023,crm_import
12138,1,1162,B.A. Bachelor of Arts,School of Business,Business Administration,2028,2024,crm_import
12139,1,17464,B.S. Bachelor of Science,School of Engineering,Computer Science,2029,2025,online
12140,1,12013,B.S. Bachelor of Science,College of Arts and Sciences,History,2030,2026,online
12141,1,18460,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2027,2023,advancement_entry
12142,1,437,B.S. Bachelor of Science,School of Engineering,Computer Science,,2024,crm_import
12143,1,14209,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2029,2025,crm_import
12144,1,13571,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12145,1,7606,B.S. Bachelor of Science,College of Arts and Sciences,History,2028,2024,crm_import
12146,1,318,B.S. Bachelor of Science,School of Health Sciences,Public Health,2029,2025,crm_import
12147,1,8367,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,,2026,crm_import
12148,1,12166,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2027,2023,online
12149,1,13498,,School of Engineering,Mechanical Engineering,2028,2024,online
12150,1,17497,B.A. Bachelor of Arts,College of Arts and Sciences,History,2029,2025,advancement_entry
12151,1,18674,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,,2026,crm_import
12152,1,19837,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2027,2023,crm_import
12153,1,2911,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,,2024,crm_import
12154,1,15288,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2029,2025,crm_import
12155,1,14320,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2030,2026,crm_import
12156,1,8525,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
12157,1,19903,,School of Business,Business Administration,2028,2024,crm_import
12158,1,15379,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2029,2025,online
12159,1,4422,B.B.A. Bachelor of Business Administration,School of Education,,2030,2026,online
12160,1,15189,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2027,2023,advancement_entry
12161,1,731,B.A. Bachelor of Arts,School of Engineering,,2028,2024,crm_import
12162,1,9210,B.S. Bachelor of Science,College of Arts and Sciences,English,2029,2025,crm_import
12163,1,18388,B.S. Bachelor of Science,College of Arts and Sciences,History,2030,2026,crm_import
12164,1,803,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2027,2023,crm_import
12165,1,5607,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2028,2024,crm_import
12166,1,2049,B.A. Bachelor of Arts,School of Education,Education,2029,2025,crm_import
12167,1,6847,B.S. Bachelor of Science,School of Education,Education,2030,2026,crm_import
12168,1,1593,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,,2023,online
12169,1,4522,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2028,2024,online
12170,1,4548,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2029,2025,advancement_entry
12171,1,9936,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
12172,1,304,B.A. Bachelor of Arts,School of Education,,2027,2023,crm_import
12173,1,1245,B.A. Bachelor of Arts,School of Business,Business Administration,2028,2024,crm_import
12174,1,7004,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2029,2025,crm_import
12175,1,14047,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2030,2026,crm_import
12176,1,8142,B.S. Bachelor of Science,School of Health Sciences,Public Health,2027,2023,crm_import
12177,1,11264,B.A. Bachelor of Arts,School of Education,Education,2029,2025,online
12178,1,2759,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2030,2026,online
12179,1,5229,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2027,2023,advancement_entry
12180,1,5016,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2028,2024,crm_import
12181,1,16088,B.A. Bachelor of Arts,College of Arts and Sciences,,2029,2025,crm_import
12182,1,2429,,School of Education,Education,2030,2026,crm_import
12183,1,1122,B.A. Bachelor of Arts,College of Arts and Sciences,English,2027,2023,crm_import
12184,1,4366,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12185,1,4562,B.S. Bachelor of Science,College of Arts and Sciences,,2029,2025,crm_import
12186,1,4483,B.S. Bachelor of Science,College of Arts and Sciences,English,2030,2026,crm_import
12187,1,4391,B.A. Bachelor of Arts,School of Education,Education,2027,2023,online
12188,1,18512,,College of Arts and Sciences,History,2028,2024,online
12189,1,5660,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2029,2025,advancement_entry
12190,1,17175,B.S. Bachelor of Science,School of Business,Business Administration,2030,2026,crm_import
12191,1,4186,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2027,2023,crm_import
12192,1,16653,B.S. Bachelor of Science,College of Arts and Sciences,English,2028,2024,crm_import
12193,1,11455,B.A. Bachelor of Arts,School of Business,Business Administration,2029,2025,crm_import
12194,1,4660,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
12195,1,19578,,School of Health Sciences,,2027,2023,crm_import
12196,1,6963,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2028,2024,crm_import
12197,1,4425,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2029,2025,online
12198,1,4953,B.A. Bachelor of Arts,School of Engineering,Computer Science,2030,2026,online
12199,1,13660,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2027,2023,advancement_entry
12200,1,10411,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2028,2024,crm_import
12201,1,16854,B.S. Bachelor of Science,School of Engineering,,2030,2026,crm_import
12202,1,2803,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,2027,2023,crm_import
12203,1,19364,B.A. Bachelor of Arts,College of Arts and Sciences,History,2028,2024,crm_import
12204,1,16768,B.A. Bachelor of Arts,School of Engineering,Computer Science,2029,2025,crm_import
12205,1,15463,B.A. Bachelor of Arts,School of Education,Education,2030,2026,crm_import
12206,1,18855,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2027,2023,online
12207,1,9854,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2028,2024,online
12208,1,16184,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2029,2025,advancement_entry
12209,1,15612,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12210,1,11850,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2027,2023,crm_import
12211,1,9195,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2028,2024,crm_import
12212,1,10789,B.S. Bachelor of Science,School of Engineering,Computer Science,2029,2025,crm_import
12213,1,14799,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,2030,2026,crm_import
12214,1,12375,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2027,2023,crm_import
12215,1,8176,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2028,2024,crm_import
12216,1,18871,B.A. Bachelor of Arts,College of Arts and Sciences,English,2029,2025,online
12217,1,29,B.S. Bachelor of Science,School of Health Sciences,Public Health,2030,2026,online
12218,1,19601,B.A. Bachelor of Arts,College of Arts and Sciences,,2027,2023,advancement_entry
12219,1,15672,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,2028,2024,crm_import
12220,1,12904,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2029,2025,crm_import
12221,1,19623,B.A. Bachelor of Arts,School of Engineering,Mechanical Engineering,2030,2026,crm_import
12222,1,19683,,School of Education,Education,2027,2023,crm_import
12223,1,3827,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2028,2024,crm_import
12224,1,5021,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2029,2025,crm_import
12225,1,10016,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2030,2026,crm_import
12226,1,12453,B.B.A. Bachelor of Business Administration,School of Education,Education,2027,2023,online
12227,1,1356,B.A. Bachelor of Arts,College of Arts and Sciences,Political Science,2028,2024,online
12228,1,16523,B.A. Bachelor of Arts,College of Arts and Sciences,English,2029,2025,advancement_entry
12229,1,9693,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2030,2026,crm_import
12230,1,5199,B.S. Bachelor of Science,School of Engineering,Computer Science,2027,2023,crm_import
12231,1,4935,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2028,2024,crm_import
12232,1,11370,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,,2025,crm_import
12233,1,3767,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2030,2026,crm_import
12234,1,4774,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2027,2023,crm_import
