id,school_id,gift_id,fund_id,amount,raw_fund_name
19649,1,19083,18,258.00,Alumni Programs Fund
19650,1,19084,13,100.00,Women's Soccer Fund
19651,1,19085,13,15.00,Women's Soccer Fund
19652,1,19086,17,15.00,Parent and Family Fund
19653,1,19087,2,25.00,Annual Fund (legacy)
19654,1,19088,4,250.00,First-Generation Student Fund (legacy)
19655,1,19089,4,50.00,First-Generation Student Fund
19656,1,19090,1,1000.00,Wherever Needed Most (legacy)
19657,1,19091,2,100.00,Annual Fund
19658,1,19092,4,25.00,First-Generation Student Fund
19659,1,19093,9,100.00,Humanities Fund
19660,1,19094,2,250.00,Annual Fund
19661,1,19095,11,25.80,Arts and Performance Fund
19662,1,19096,2,100.00,Annual Fund
19663,1,19097,17,250.00,Parent and Family Fund
19664,1,19098,13,1000.00,Women's Soccer Fund
19665,1,19099,12,250.00,Athletics Excellence Fund
19666,1,19100,12,50.00,Athletics Excellence Fund
19667,1,19101,13,25.00,Women's Soccer Fund
19668,1,19102,17,75.00,Parent and Family Fund
19669,1,19103,1,100.00,Wherever Needed Most
19670,1,19104,4,50.00,First-Generation Student Fund
19671,1,19105,7,50.00,Engineering Innovation Fund
19672,1,19106,12,25.00,Athletics Excellence Fund
19673,1,19107,13,75.00,WOMEN'S SOCCER FD.
19674,1,19108,12,1000.00,Athletics Excellence Fund
19675,1,19109,13,50.00,Women's Soccer Fund (legacy)
19676,1,19110,12,500.00,Athletics Excellence Fund (legacy)
19677,1,19111,12,50.00,ATHLETICS EXCELLENCE FD.
19678,1,19112,12,100.00,Athletics Excellence Fund
19679,1,19113,13,193.50,Women's Soccer Fund
19680,1,19113,9,64.50,Humanities Fund
19681,1,19114,13,500.00,Women's Soccer Fund
19682,1,19115,13,75.00,Women's Soccer Fund
19683,1,19116,12,15.00,Athletics Excellence Fund
19684,1,19117,13,1000.00,Women's Soccer Fund
19685,1,19118,13,1000.00,Women's Soccer Fund
19686,1,19119,12,500.00,Athletics Excellence Fund (legacy)
19687,1,19120,12,15.00,Athletics Excellence Fund
19688,1,19121,2,15.00,ANNUAL FD.
19689,1,19122,3,5000.00,General Scholarship Fund (legacy)
19690,1,19123,1,100.00,Wherever Needed Most
19691,1,19124,17,75.00,PARENT AND FAMILY FD.
19692,1,19125,17,100.00,PARENT AND FAMILY FD.
19693,1,19126,17,25.00,PARENT AND FAMILY FD.
19694,1,19127,17,60.00,Parent and Family Fund
19695,1,19127,20,40.00,Business School Fund
19696,1,19128,2,15.00,Annual Fund
19697,1,19129,12,1000.00,Athletics Excellence Fund
19698,1,19130,12,50.00,Athletics Excellence Fund
19699,1,19131,1,103.20,Wherever Needed Most
19700,1,19132,3,500.00,General Scholarship Fund
19701,1,19133,1,250.00,Wherever Needed Most
19702,1,19134,6,250.00,Library and Learning Commons (legacy)
19703,1,19135,3,100.00,General Scholarship Fund (legacy)
19704,1,19136,15,1000.00,Community Service Fund
19705,1,19137,5,75.00,Student Emergency Fund
19706,1,19138,12,100.00,Athletics Excellence Fund
19707,1,19139,13,25.00,Women's Soccer Fund
19708,1,19140,12,100.00,Athletics Excellence Fund (legacy)
19709,1,19141,13,15.00,Women's Soccer Fund
19710,1,19142,12,15.00,ATHLETICS EXCELLENCE FD.
19711,1,19143,13,15.00,Women's Soccer Fund
19712,1,19144,13,250.00,Women's Soccer Fund
19713,1,19145,13,50.00,WOMEN'S SOCCER FD.
19714,1,19146,13,250.00,Women's Soccer Fund
19715,1,19147,6,25.00,Library and Learning Commons
19716,1,19148,2,2500.00,Annual Fund
19717,1,19149,1,50.00,WHEREVER NEEDED MOST
19718,1,19150,3,15.00,General Scholarship Fund
19719,1,19151,18,100.00,ALUMNI PROGRAMS FD.
19720,1,19152,2,500.00,Annual Fund (legacy)
19721,1,19153,15,100.00,Community Service Fund
19722,1,19154,17,25.00,Parent and Family Fund
19723,1,19155,17,50.00,Parent and Family Fund
19724,1,19156,17,500.00,Parent and Family Fund
19725,1,19157,17,258.00,Parent and Family Fund
19726,1,19158,2,500.00,ANNUAL FD.
19727,1,19159,9,100.00,Humanities Fund
19728,1,19160,20,100.00,Business School Fund
19729,1,19161,1,100.00,Wherever Needed Most
19730,1,19162,3,50.00,General Scholarship Fund
19731,1,19163,2,50.00,Annual Fund
19732,1,19164,2,258.00,Annual Fund
19733,1,19165,3,75.00,General Scholarship Fund
19734,1,19165,7,25.00,Engineering Innovation Fund
19735,1,19166,17,250.00,Parent and Family Fund (legacy)
19736,1,19167,17,100.00,Parent and Family Fund
19737,1,19168,17,1000.00,Parent and Family Fund
19738,1,19169,17,1000.00,Parent and Family Fund
19739,1,19170,2,25.00,Annual Fund
19740,1,19171,11,75.00,Arts and Performance Fund
19741,1,19172,3,1000.00,General Scholarship Fund
19742,1,19173,3,100.00,General Scholarship Fund
19743,1,19174,2,25.00,Annual Fund
19744,1,19175,17,50.00,Parent and Family Fund
19745,1,19176,3,100.00,GENERAL SCHOLARSHIP FD.
19746,1,19177,12,100.00,Athletics Excellence Fund
19747,1,19178,12,100.00,Athletics Excellence Fund
19748,1,19179,3,50.00,General Scholarship Fund
19749,1,19180,3,500.00,General Scholarship Fund
19750,1,19181,12,516.00,Athletics Excellence Fund
19751,1,19182,1,103.20,Wherever Needed Most
19752,1,19183,1,75.00,Wherever Needed Most
19753,1,19183,2,25.00,ANNUAL FD.
19754,1,19184,2,2500.00,Annual Fund
19755,1,19185,17,25.00,Parent and Family Fund
19756,1,19186,20,2500.00,BUSINESS SCHOOL FD.
19757,1,19187,17,125.00,Parent and Family Fund
19758,1,19187,1,125.00,Wherever Needed Most
19759,1,19188,17,50.00,Parent and Family Fund
19760,1,19189,5,75.00,STUDENT EMERGENCY FD.
19761,1,19190,5,500.00,Student Emergency Fund
19762,1,19191,1,15.00,Wherever Needed Most
19763,1,19192,2,50.00,Annual Fund
19764,1,19193,2,15.00,Annual Fund
19765,1,19194,6,2500.00,Library and Learning Commons
19766,1,19195,1,250.00,Wherever Needed Most
19767,1,19196,18,50.00,Alumni Programs Fund
19768,1,19196,4,50.00,First-Generation Student Fund
19769,1,19197,3,37.50,General Scholarship Fund
19770,1,19197,11,12.50,ARTS AND PERFORMANCE FD.
19771,1,19198,2,100.00,Annual Fund
19772,1,19199,1,100.00,Wherever Needed Most
19773,1,19202,3,75.00,General Scholarship Fund
19774,1,19203,1,75.00,Wherever Needed Most
19775,1,19204,4,100.00,First-Generation Student Fund
19776,1,19205,3,100.00,General Scholarship Fund
19777,1,19206,1,75.00,Wherever Needed Most
19778,1,19207,2,50.00,Annual Fund
19779,1,19208,1,25.80,Wherever Needed Most
19780,1,19209,4,50.00,First-Generation Student Fund
19781,1,19210,2,187.50,Annual Fund
19782,1,19210,19,62.50,Campus Renewal Fund
19783,1,19211,9,15.00,Humanities Fund
19784,1,19212,18,250.00,Alumni Programs Fund
19785,1,19213,11,1000.00,ARTS AND PERFORMANCE FD.
19786,1,19214,1,25.00,Wherever Needed Most (legacy)
19787,1,19215,17,103.20,Parent and Family Fund
19788,1,19216,17,50.00,PARENT AND FAMILY FD.
19789,1,19218,13,5000.00,Women's Soccer Fund
19790,1,19219,12,25.00,Athletics Excellence Fund
19791,1,19220,13,100.00,Women's Soccer Fund
19792,1,19221,12,50.00,Athletics Excellence Fund
19793,1,19222,12,75.00,ATHLETICS EXCELLENCE FD.
19794,1,19223,12,15.00,Athletics Excellence Fund
19795,1,19224,13,100.00,WOMEN'S SOCCER FD.
19796,1,19225,12,250.00,Athletics Excellence Fund
19797,1,19226,12,30.00,Athletics Excellence Fund
19798,1,19226,15,20.00,Community Service Fund
19799,1,19227,12,250.00,Athletics Excellence Fund
19800,1,19228,12,258.00,Athletics Excellence Fund
19801,1,19228,7,258.00,Engineering Innovation Fund
19802,1,19229,13,75.00,Women's Soccer Fund
19803,1,19229,7,25.00,Engineering Innovation Fund
19804,1,19230,13,50.00,Women's Soccer Fund
19805,1,19231,12,50.00,Athletics Excellence Fund
19806,1,19232,5,60.00,Student Emergency Fund
19807,1,19232,2,40.00,ANNUAL FD.
19808,1,19233,5,5000.00,Student Emergency Fund
19809,1,19234,15,2500.00,Community Service Fund
19810,1,19235,15,250.00,Community Service Fund (legacy)
19811,1,19236,7,50.00,ENGINEERING INNOVATION FD.
19812,1,19237,17,50.00,PARENT AND FAMILY FD.
19813,1,19238,17,500.00,PARENT AND FAMILY FD.
19814,1,19239,17,25.00,Parent and Family Fund
19815,1,19240,17,100.00,PARENT AND FAMILY FD.
19816,1,19241,17,75.00,PARENT AND FAMILY FD.
19817,1,19242,17,25.00,Parent and Family Fund
19818,1,19243,17,15.00,Parent and Family Fund
19819,1,19244,17,100.00,Parent and Family Fund
19820,1,19245,12,100.00,Athletics Excellence Fund
19821,1,19246,13,150.00,Women's Soccer Fund
19822,1,19246,16,100.00,Student Clubs Fund
19823,1,19247,12,1000.00,Athletics Excellence Fund
19824,1,19248,12,50.00,ATHLETICS EXCELLENCE FD.
19825,1,19249,13,50.00,WOMEN'S SOCCER FD.
19826,1,19250,13,75.00,Women's Soccer Fund
19827,1,19251,13,25.00,Women's Soccer Fund
19828,1,19252,13,516.00,Women's Soccer Fund
19829,1,19253,3,100.00,GENERAL SCHOLARSHIP FD.
19830,1,19254,12,15.00,Athletics Excellence Fund
19831,1,19255,18,250.00,ALUMNI PROGRAMS FD.
19832,1,19256,3,100.00,General Scholarship Fund
19833,1,19257,1,250.00,WHEREVER NEEDED MOST
19834,1,19258,1,75.00,Wherever Needed Most
19835,1,19259,1,25.80,Wherever Needed Most
19836,1,19260,3,25.80,General Scholarship Fund
19837,1,19261,1,100.00,Wherever Needed Most
19838,1,19262,2,15.00,Annual Fund (legacy)
19839,1,19263,1,100.00,Wherever Needed Most
19840,1,19264,2,50.00,Annual Fund
19841,1,19265,1,500.00,Wherever Needed Most
19842,1,19266,18,50.00,Alumni Programs Fund
19843,1,19267,1,15.00,Wherever Needed Most
19844,1,19268,2,25.00,Annual Fund (legacy)
19845,1,19269,17,50.00,Parent and Family Fund
19846,1,19270,17,250.00,Parent and Family Fund
19847,1,19271,17,15.00,Parent and Family Fund
19848,1,19272,17,75.00,Parent and Family Fund
19849,1,19273,17,5000.00,Parent and Family Fund
19850,1,19274,17,25.00,PARENT AND FAMILY FD.
19851,1,19275,1,1000.00,Wherever Needed Most
19852,1,19276,1,100.00,WHEREVER NEEDED MOST
19853,1,19277,17,250.00,Parent and Family Fund
19854,1,19278,17,50.00,Parent and Family Fund
19855,1,19279,17,75.00,Parent and Family Fund (legacy)
19856,1,19280,2,50.00,ANNUAL FD.
19857,1,19281,2,500.00,Annual Fund (legacy)
19858,1,19282,6,75.00,Library and Learning Commons (legacy)
19859,1,19283,4,25.00,First-Generation Student Fund
19860,1,19284,6,250.00,Library and Learning Commons
19861,1,19285,1,250.00,WHEREVER NEEDED MOST
19862,1,19286,17,25.00,Parent and Family Fund (legacy)
19863,1,19287,17,2500.00,Parent and Family Fund
19864,1,19288,2,25.00,Annual Fund
19865,1,19289,1,250.00,Wherever Needed Most
19866,1,19290,2,50.00,Annual Fund
19867,1,19291,2,100.00,Annual Fund
19868,1,19292,17,50.00,PARENT AND FAMILY FD.
19869,1,19293,20,100.00,Business School Fund
19870,1,19294,20,25.00,BUSINESS SCHOOL FD.
19871,1,19295,17,25.80,Parent and Family Fund
19872,1,19296,17,1000.00,Parent and Family Fund
19873,1,19297,17,1000.00,Parent and Family Fund
19874,1,19298,17,1000.00,PARENT AND FAMILY FD.
19875,1,19299,17,100.00,Parent and Family Fund
19876,1,19300,17,258.00,Parent and Family Fund
19877,1,19301,17,50.00,Parent and Family Fund
19878,1,19302,17,1000.00,Parent and Family Fund
19879,1,19303,17,15.00,Parent and Family Fund
19880,1,19304,1,100.00,Wherever Needed Most
19881,1,19305,2,15.48,Annual Fund
19882,1,19306,6,250.00,Library and Learning Commons
19883,1,19307,11,5000.00,Arts and Performance Fund
19884,1,19308,1,15.00,Wherever Needed Most
19885,1,19309,11,100.00,Arts and Performance Fund
19886,1,19310,2,500.00,Annual Fund (legacy)
19887,1,19311,3,500.00,General Scholarship Fund
19888,1,19312,1,25.00,Wherever Needed Most (legacy)
19889,1,19313,11,100.00,ARTS AND PERFORMANCE FD.
19890,1,19314,6,50.00,Library and Learning Commons
19891,1,19315,11,50.00,Arts and Performance Fund
19892,1,19316,1,250.00,Wherever Needed Most
19893,1,19317,3,50.00,General Scholarship Fund
19894,1,19318,4,25.00,First-Generation Student Fund
19895,1,19319,12,50.00,ATHLETICS EXCELLENCE FD.
19896,1,19320,12,100.00,Athletics Excellence Fund
19897,1,19321,2,500.00,ANNUAL FD.
19898,1,19322,1,250.00,Wherever Needed Most
19899,1,19323,17,100.00,Parent and Family Fund
19900,1,19324,6,100.00,LIBRARY AND LEARNING COMMONS
19901,1,19325,1,50.00,Wherever Needed Most
19902,1,19326,1,25.00,Wherever Needed Most
19903,1,19327,4,250.00,First-Generation Student Fund
19904,1,19328,20,15.00,Business School Fund (legacy)
19905,1,19329,1,5000.00,Wherever Needed Most
19906,1,19330,1,50.00,Wherever Needed Most
19907,1,19331,17,250.00,Parent and Family Fund
19908,1,19332,1,75.00,Wherever Needed Most
19909,1,19333,1,250.00,WHEREVER NEEDED MOST
19910,1,19334,4,25.00,First-Generation Student Fund
19911,1,19335,1,103.20,Wherever Needed Most
19912,1,19336,4,50.00,First-Generation Student Fund
19913,1,19337,20,15.00,Business School Fund
19914,1,19338,17,15.00,Parent and Family Fund
19915,1,19339,17,50.00,Parent and Family Fund
19916,1,19340,17,2500.00,Parent and Family Fund
19917,1,19341,17,100.00,Parent and Family Fund (legacy)
19918,1,19342,17,25.00,Parent and Family Fund
19919,1,19343,17,250.00,Parent and Family Fund
19920,1,19344,17,10000.00,Parent and Family Fund (legacy)
19921,1,19345,17,15.00,PARENT AND FAMILY FD.
19922,1,19346,6,50.00,Library and Learning Commons (legacy)
19923,1,19347,17,1000.00,PARENT AND FAMILY FD.
19924,1,19348,17,100.00,Parent and Family Fund
19925,1,19349,17,100.00,Parent and Family Fund
19926,1,19350,17,25.80,Parent and Family Fund
19927,1,19351,17,2500.00,PARENT AND FAMILY FD.
19928,1,19352,17,25.00,Parent and Family Fund
19929,1,19353,17,250.00,Parent and Family Fund
19930,1,19354,17,500.00,PARENT AND FAMILY FD.
19931,1,19355,17,25.00,PARENT AND FAMILY FD.
19932,1,19356,17,100.00,Parent and Family Fund
19933,1,19357,17,100.00,Parent and Family Fund
19934,1,19358,17,100.00,Parent and Family Fund
19935,1,19359,4,50.00,First-Generation Student Fund
19936,1,19360,9,100.00,Humanities Fund (legacy)
19937,1,19361,20,1000.00,Business School Fund
19938,1,19362,3,50.00,General Scholarship Fund
19939,1,19363,2,50.00,Annual Fund
19940,1,19364,9,2500.00,Humanities Fund
19941,1,19365,1,100.00,WHEREVER NEEDED MOST
19942,1,19366,18,100.00,ALUMNI PROGRAMS FD.
19943,1,19367,1,75.00,WHEREVER NEEDED MOST
19944,1,19368,1,250.00,Wherever Needed Most (legacy)
19945,1,19369,1,100.00,Wherever Needed Most
19946,1,19370,20,1000.00,Business School Fund
19947,1,19371,4,50.00,FIRST-GENERATION STUDENT FD.
19948,1,19372,2,500.00,Annual Fund
19949,1,19373,2,1000.00,Annual Fund
19950,1,19374,2,250.00,Annual Fund
19951,1,19375,4,1000.00,First-Generation Student Fund
19952,1,19376,2,75.00,Annual Fund
19953,1,19377,1,75.00,Wherever Needed Most
19954,1,19378,17,500.00,Parent and Family Fund
19955,1,19379,17,50.00,PARENT AND FAMILY FD.
19956,1,19380,17,100.00,Parent and Family Fund
19957,1,19381,17,100.00,Parent and Family Fund
19958,1,19382,17,50.00,Parent and Family Fund (legacy)
19959,1,19383,17,100.00,Parent and Family Fund
19960,1,19384,17,25.00,Parent and Family Fund
19961,1,19385,17,50.00,Parent and Family Fund
19962,1,19386,17,100.00,Parent and Family Fund
19963,1,19387,17,250.00,Parent and Family Fund
19964,1,19388,17,250.00,Parent and Family Fund
19965,1,19389,17,500.00,Parent and Family Fund
19966,1,19390,17,25.00,Parent and Family Fund
19967,1,19391,17,500.00,Parent and Family Fund
19968,1,19392,6,250.00,LIBRARY AND LEARNING COMMONS
19969,1,19393,2,500.00,Annual Fund
19970,1,19394,2,25.00,Annual Fund
19971,1,19395,3,25.00,General Scholarship Fund
19972,1,19396,17,100.00,Parent and Family Fund
19973,1,19397,17,15.00,Parent and Family Fund
19974,1,19398,17,50.00,Parent and Family Fund
19975,1,19399,17,100.00,Parent and Family Fund
19976,1,19400,17,15.00,Parent and Family Fund
19977,1,19401,17,250.00,Parent and Family Fund
19978,1,19402,17,50.00,Parent and Family Fund
19979,1,19403,17,100.00,Parent and Family Fund
19980,1,19404,17,50.00,Parent and Family Fund
19981,1,19405,17,100.00,Parent and Family Fund (legacy)
19982,1,19406,1,100.00,Wherever Needed Most
19983,1,19407,2,100.00,Annual Fund (legacy)
19984,1,19408,1,2500.00,Wherever Needed Most
19985,1,19409,2,25.00,Annual Fund
19986,1,19410,5,2500.00,Student Emergency Fund
19987,1,19411,1,500.00,Wherever Needed Most
19988,1,19412,1,250.00,Wherever Needed Most
19989,1,19413,1,500.00,Wherever Needed Most
19990,1,19414,17,75.00,Parent and Family Fund
19991,1,19415,17,500.00,Parent and Family Fund
19992,1,19416,17,250.00,Parent and Family Fund
19993,1,19417,17,25.00,Parent and Family Fund
19994,1,19418,17,25.00,Parent and Family Fund
19995,1,19419,17,103.20,Parent and Family Fund
19996,1,19420,17,15.00,Parent and Family Fund (legacy)
19997,1,19421,17,250.00,Parent and Family Fund
19998,1,19422,17,500.00,Parent and Family Fund
19999,1,19423,2,100.00,Annual Fund
20000,1,19424,1,100.00,Wherever Needed Most
20001,1,19425,2,25.00,Annual Fund
20002,1,19426,4,25.00,First-Generation Student Fund
20003,1,19427,1,250.00,Wherever Needed Most (legacy)
20004,1,19428,11,50.00,ARTS AND PERFORMANCE FD.
20005,1,19429,1,50.00,Wherever Needed Most
20006,1,19430,1,50.00,WHEREVER NEEDED MOST
20007,1,19431,1,75.00,Wherever Needed Most
20008,1,19432,2,25.80,Annual Fund
20009,1,19433,13,50.00,WOMEN'S SOCCER FD.
20010,1,19434,13,25.00,Women's Soccer Fund
20011,1,19435,13,25.00,Women's Soccer Fund
20012,1,19436,13,25.00,Women's Soccer Fund
20013,1,19437,12,100.00,Athletics Excellence Fund
20014,1,19438,13,15.00,Women's Soccer Fund
20015,1,19439,13,50.00,Women's Soccer Fund
20016,1,19440,12,100.00,Athletics Excellence Fund
20017,1,19441,17,50.00,PARENT AND FAMILY FD.
20018,1,19442,17,250.00,Parent and Family Fund
20019,1,19443,17,25.00,PARENT AND FAMILY FD.
20020,1,19444,17,50.00,Parent and Family Fund
20021,1,19445,17,50.00,Parent and Family Fund
20022,1,19446,17,100.00,Parent and Family Fund
20023,1,19447,17,25.00,Parent and Family Fund
20024,1,19448,17,50.00,PARENT AND FAMILY FD.
20025,1,19449,17,1000.00,Parent and Family Fund (legacy)
20026,1,19450,1,15.00,Wherever Needed Most (legacy)
20027,1,19451,3,500.00,General Scholarship Fund
20028,1,19452,2,50.00,Annual Fund (legacy)
20029,1,19453,1,100.00,Wherever Needed Most
20030,1,19454,2,100.00,ANNUAL FD.
20031,1,19455,15,50.00,Community Service Fund
20032,1,19456,15,250.00,COMMUNITY SERVICE FD.
20033,1,19457,4,15.00,First-Generation Student Fund
20034,1,19458,17,50.00,Parent and Family Fund
20035,1,19459,17,75.00,Parent and Family Fund
20036,1,19460,17,75.00,PARENT AND FAMILY FD.
20037,1,19461,17,250.00,PARENT AND FAMILY FD.
20038,1,19462,2,500.00,Annual Fund
20039,1,19463,1,500.00,Wherever Needed Most
20040,1,19464,2,50.00,Annual Fund
20041,1,19465,1,50.00,WHEREVER NEEDED MOST
20042,1,19466,1,250.00,Wherever Needed Most
20043,1,19467,7,100.00,Engineering Innovation Fund
20044,1,19468,8,25.00,COMPUTER SCIENCE FD.
20045,1,19469,7,25.00,Engineering Innovation Fund
20046,1,19470,7,25.00,Engineering Innovation Fund (legacy)
20047,1,19471,8,25.00,Computer Science Fund (legacy)
20048,1,19472,8,50.00,Computer Science Fund
20049,1,19473,8,25.00,Computer Science Fund
20050,1,19475,7,250.00,ENGINEERING INNOVATION FD.
20051,1,19476,7,25.00,ENGINEERING INNOVATION FD.
20052,1,19477,8,500.00,COMPUTER SCIENCE FD.
20053,1,19478,7,1000.00,Engineering Innovation Fund (legacy)
20054,1,19479,7,75.00,ENGINEERING INNOVATION FD.
20055,1,19481,1,75.00,Wherever Needed Most
20056,1,19482,1,25.00,Wherever Needed Most (legacy)
20057,1,19483,15,1000.00,COMMUNITY SERVICE FD.
20058,1,19484,15,50.00,Community Service Fund
20059,1,19485,17,1000.00,Parent and Family Fund
20060,1,19486,17,75.00,Parent and Family Fund
20061,1,19487,1,500.00,Wherever Needed Most
20062,1,19487,17,500.00,PARENT AND FAMILY FD.
20063,1,19488,18,250.00,ALUMNI PROGRAMS FD.
20064,1,19489,3,250.00,General Scholarship Fund
20065,1,19490,17,50.00,PARENT AND FAMILY FD.
20066,1,19491,17,50.00,Parent and Family Fund
20067,1,19492,17,100.00,Parent and Family Fund
20068,1,19493,17,2500.00,Parent and Family Fund
20069,1,19494,17,15.00,Parent and Family Fund (legacy)
20070,1,19495,17,2500.00,Parent and Family Fund
20071,1,19496,17,250.00,PARENT AND FAMILY FD.
20072,1,19497,17,50.00,Parent and Family Fund
20073,1,19498,1,50.00,Wherever Needed Most
20074,1,19499,1,500.00,Wherever Needed Most
20075,1,19500,1,100.00,Wherever Needed Most
20076,1,19501,5,25.80,Student Emergency Fund
20077,1,19502,5,258.00,Student Emergency Fund
20078,1,19503,5,50.00,Student Emergency Fund
20079,1,19504,15,50.00,Community Service Fund
20080,1,19505,5,15.00,Student Emergency Fund
20081,1,19506,5,51.60,Student Emergency Fund
20082,1,19507,15,50.00,COMMUNITY SERVICE FD.
20083,1,19508,5,100.00,Student Emergency Fund
20084,1,19509,1,5000.00,WHEREVER NEEDED MOST
20085,1,19510,18,50.00,Alumni Programs Fund
20086,1,19511,2,50.00,Annual Fund
20087,1,19512,2,100.00,ANNUAL FD.
20088,1,19513,1,15.00,WHEREVER NEEDED MOST
20089,1,19514,6,100.00,Library and Learning Commons (legacy)
20090,1,19515,1,50.00,Wherever Needed Most (legacy)
20091,1,19516,13,50.00,Women's Soccer Fund
20092,1,19517,12,100.00,ATHLETICS EXCELLENCE FD.
20093,1,19518,1,25.00,Wherever Needed Most
20094,1,19519,1,15.00,Wherever Needed Most
20095,1,19520,17,100.00,Parent and Family Fund
20096,1,19521,17,100.00,Parent and Family Fund
20097,1,19522,2,25.00,Annual Fund
20098,1,19522,7,25.00,Engineering Innovation Fund (legacy)
20099,1,19523,2,100.00,Annual Fund
20100,1,19524,11,100.00,Arts and Performance Fund
20101,1,19525,1,15.00,WHEREVER NEEDED MOST
20102,1,19526,1,100.00,WHEREVER NEEDED MOST
20103,1,19527,4,25.00,First-Generation Student Fund
20104,1,19528,6,50.00,Library and Learning Commons
20105,1,19529,1,250.00,Wherever Needed Most
20106,1,19530,1,2500.00,Wherever Needed Most
20107,1,19531,17,100.00,Parent and Family Fund
20108,1,19532,17,500.00,Parent and Family Fund
20109,1,19533,17,250.00,Parent and Family Fund
20110,1,19534,17,50.00,Parent and Family Fund (legacy)
20111,1,19535,17,250.00,Parent and Family Fund
20112,1,19536,17,15.00,Parent and Family Fund
20113,1,19537,17,2580.00,Parent and Family Fund
20114,1,19538,17,500.00,Parent and Family Fund
20115,1,19539,17,50.00,Parent and Family Fund
20116,1,19540,17,60.00,Parent and Family Fund
20117,1,19540,16,40.00,Student Clubs Fund
20118,1,19541,17,15.00,Parent and Family Fund (legacy)
20119,1,19542,17,25.00,Parent and Family Fund
20120,1,19543,17,100.00,PARENT AND FAMILY FD.
20121,1,19544,17,1000.00,Parent and Family Fund (legacy)
20122,1,19545,17,100.00,Parent and Family Fund
20123,1,19546,17,100.00,PARENT AND FAMILY FD.
20124,1,19547,1,75.00,Wherever Needed Most
20125,1,19549,6,250.00,Library and Learning Commons
20126,1,19550,1,50.00,Wherever Needed Most
20127,1,19551,2,100.00,Annual Fund
20128,1,19552,3,300.00,General Scholarship Fund
20129,1,19552,22,200.00,Class of 2001 Scholarship
20130,1,19553,15,25.00,Community Service Fund
20131,1,19554,12,250.00,Athletics Excellence Fund
20132,1,19555,1,50.00,WHEREVER NEEDED MOST
20133,1,19556,2,250.00,Annual Fund
20134,1,19557,4,100.00,First-Generation Student Fund
20135,1,19558,1,50.00,Wherever Needed Most
20136,1,19559,9,25.00,HUMANITIES FD.
20137,1,19560,2,1000.00,Annual Fund
20138,1,19562,1,1000.00,Wherever Needed Most
20139,1,19563,2,100.00,Annual Fund
20140,1,19564,2,100.00,Annual Fund
20141,1,19565,1,250.00,Wherever Needed Most
20142,1,19566,17,100.00,PARENT AND FAMILY FD.
20143,1,19567,17,250.00,Parent and Family Fund
20144,1,19568,17,250.00,Parent and Family Fund
20145,1,19569,17,50.00,Parent and Family Fund
20146,1,19570,1,50.00,Wherever Needed Most
20147,1,19571,3,50.00,General Scholarship Fund
20148,1,19572,1,50.00,Wherever Needed Most
20149,1,19573,13,15.00,WOMEN'S SOCCER FD.
20150,1,19575,1,100.00,Wherever Needed Most
20151,1,19576,9,500.00,Humanities Fund
20152,1,19577,4,50.00,First-Generation Student Fund
20153,1,19578,2,50.00,Annual Fund
20154,1,19579,17,15.00,Parent and Family Fund (legacy)
20155,1,19580,17,50.00,Parent and Family Fund
20156,1,19581,1,75.00,Wherever Needed Most
20157,1,19582,17,50.00,Parent and Family Fund
20158,1,19583,2,75.00,ANNUAL FD.
20159,1,19584,9,50.00,Humanities Fund
20160,1,19585,17,1000.00,Parent and Family Fund
20161,1,19586,17,100.00,Parent and Family Fund
20162,1,19587,17,5000.00,Parent and Family Fund
20163,1,19588,17,100.00,Parent and Family Fund
20164,1,19589,17,5000.00,Parent and Family Fund
20165,1,19590,17,75.00,Parent and Family Fund
20166,1,19591,13,15.00,Women's Soccer Fund
20167,1,19592,13,25.00,Women's Soccer Fund
20168,1,19593,13,15.00,WOMEN'S SOCCER FD.
20169,1,19594,13,75.00,WOMEN'S SOCCER FD.
20170,1,19595,1,500.00,Wherever Needed Most
20171,1,19596,2,500.00,Annual Fund
20172,1,19597,20,50.00,BUSINESS SCHOOL FD.
20173,1,19598,2,75.00,Annual Fund
20174,1,19599,1,250.00,Wherever Needed Most
20175,1,19600,2,100.00,Annual Fund
20176,1,19601,2,1000.00,Annual Fund
20177,1,19602,2,75.00,Annual Fund
20178,1,19603,3,25.00,General Scholarship Fund
20179,1,19604,6,15.00,Library and Learning Commons (legacy)
20180,1,19605,20,25.00,Business School Fund
20181,1,19606,1,500.00,Wherever Needed Most
20182,1,19607,1,25.00,Wherever Needed Most (legacy)
20183,1,19608,18,250.00,Alumni Programs Fund
20184,1,19609,1,51.60,Wherever Needed Most
20185,1,19610,9,15.00,Humanities Fund
20186,1,19611,9,50.00,Humanities Fund
20187,1,19612,1,25.00,Wherever Needed Most
20188,1,19613,1,50.00,WHEREVER NEEDED MOST
20189,1,19614,3,103.20,General Scholarship Fund
20190,1,19615,17,25.00,Parent and Family Fund (legacy)
20191,1,19616,17,100.00,PARENT AND FAMILY FD.
20192,1,19617,2,250.00,Annual Fund
20193,1,19618,3,1000.00,General Scholarship Fund (legacy)
20194,1,19619,1,100.00,Wherever Needed Most
20195,1,19620,1,250.00,Wherever Needed Most
20196,1,19621,1,100.00,Wherever Needed Most
20197,1,19622,1,25.00,Wherever Needed Most
20198,1,19623,6,100.00,Library and Learning Commons
20199,1,19624,20,500.00,Business School Fund
